path,filename,folder,extension,word_count,line_count,md5,contains_authority_language,contains_runtime_language,likely_category,proposed_status,duplicate_filename_group,exact_duplicate_group
docs/STAGING_DEPLOY_CHECKLIST.md,STAGING_DEPLOY_CHECKLIST.md,docs,.md,1388,370,72dc0e98dff1849866ebdeee5dd7e5b3,no,no,docs-general,historical,,
docs/STAGING_SMOKE_QUICKSTART.md,STAGING_SMOKE_QUICKSTART.md,docs,.md,467,129,ab893fb9ab569c76048283f439dbc1a2,no,no,docs-general,historical,,
docs/STAGING_VERIFICATION.md,STAGING_VERIFICATION.md,docs,.md,1479,489,557648626f83ce7208c22553af418077,no,no,docs-general,historical,,
docs/SUPABASE_ERROR_PROOFING_COMPLETE.md,SUPABASE_ERROR_PROOFING_COMPLETE.md,docs,.md,781,243,feb7f6faf9cae0d9bc6109ffd5089399,no,yes,docs-general,historical,,
docs/SUPABASE_PROJECTS.md,SUPABASE_PROJECTS.md,docs,.md,634,188,29256f165b874f384bd932b3aa58773c,no,yes,docs-general,historical,,
docs/TESTS_6_7_EVIDENCE.md,TESTS_6_7_EVIDENCE.md,docs,.md,581,167,1dcca63e2b66405602a1cbc8043de0f1,no,no,docs-general,historical,,
docs/TEST_6_VERIFIED.md,TEST_6_VERIFIED.md,docs,.md,624,164,37d7dde214bd2936cfda3be4d33b13ed,no,no,docs-general,historical,,
docs/TEST_7_VERIFIED.md,TEST_7_VERIFIED.md,docs,.md,908,242,7c3274dbb47e05b00c7be89150936f71,no,no,docs-general,historical,,
docs/TEST_ENV.md,TEST_ENV.md,docs,.md,161,40,781a7c4f6b1352b22e0f8727ee7e8ea7,no,no,docs-general,historical,,
docs/TEST_REFACTORING_POLLING.md,TEST_REFACTORING_POLLING.md,docs,.md,453,113,c5be5a09bbfffa4f24122cf74dd9def0,yes,no,docs-general,historical,,
docs/U2_U3_READINESS_CHECKLIST.md,U2_U3_READINESS_CHECKLIST.md,docs,.md,169,38,ae77e7b66c249ad6ae163d80b8b3e27c,no,no,docs-general,historical,,
docs/VERCEL_DEPLOYMENT.md,VERCEL_DEPLOYMENT.md,docs,.md,529,136,48fa01eb789433dd52983b2acc894c27,no,no,docs-general,historical,,
docs/VERIFICATION_CONTRACT.md,VERIFICATION_CONTRACT.md,docs,.md,290,65,be9ac1a2e8edf63b6f8f6f31c18df613,no,no,docs-general,historical,,
docs/VERIFICATION_GOLD_STANDARD.md,VERIFICATION_GOLD_STANDARD.md,docs,.md,483,105,3d86709e95a2255292efab734b09f191,no,no,docs-general,historical,,
docs/VERIFICATION_SETUP.md,VERIFICATION_SETUP.md,docs,.md,308,118,9c9e46a53a00ad0eaf61f6e65b815b29,no,no,docs-general,historical,,
docs/WAVE_REVISION_GUIDE_CANON.md,WAVE_REVISION_GUIDE_CANON.md,docs,.md,1419,298,1b9069627ba4b8acb820830fa069cdc9,yes,yes,docs-general,historical,,
docs/WHEN_YOU_RETURN.md,WHEN_YOU_RETURN.md,docs,.md,700,224,484c02f3af95e7da898df23b7dd2335d,no,yes,docs-general,historical,,
docs/WHITE_GLOVE_FACTORY.md,WHITE_GLOVE_FACTORY.md,docs,.md,623,208,2ac7434d76db7b9f47e754dd8424a1d2,no,yes,docs-general,historical,,
docs/WORD_COUNT_STANDARDS.md,WORD_COUNT_STANDARDS.md,docs,.md,597,177,94f9aed962cf8f8a0b350dc94f087cfa,yes,no,docs-general,historical,,
docs/WORK_TYPE_REGISTRY.md,WORK_TYPE_REGISTRY.md,docs,.md,1835,682,9915348444cf4686e5804331902f4861,yes,no,docs-general,historical,,
docs/archive/PHASE_A4_ROADMAP_IDEMPOTENCY_ARCHIVED.md,PHASE_A4_ROADMAP_IDEMPOTENCY_ARCHIVED.md,docs/archive,.md,1117,331,8905387790745c22a945e3f9dd590782,no,no,docs-general,historical,,
docs/archive/RevisionGrade_Roadmap_UPDATED.md,RevisionGrade_Roadmap_UPDATED.md,docs/archive,.md,7212,228,e799745857ec52bbbcc115f8e9ec0762,yes,yes,docs-general,historical,RevisionGrade_Roadmap_UPDATED.md,
docs/archive/llr-003-pre-v2/00_ARCHIVE_MANIFEST.md,00_ARCHIVE_MANIFEST.md,docs/archive/llr-003-pre-v2,.md,150,27,170b970216b943a169db877b57bae61f,no,no,docs-general,historical,,
docs/archive/phase-a5-day1/PHASE_A5_DAY1_COMPLETE.md,PHASE_A5_DAY1_COMPLETE.md,docs/archive/phase-a5-day1,.md,957,309,c44ee76dceb2256ffc33f59f8c766c14,no,no,docs-general,historical,,
docs/archive/phase-a5-day1/PHASE_A5_DAY1_HARDENED.md,PHASE_A5_DAY1_HARDENED.md,docs/archive/phase-a5-day1,.md,1331,368,214b960ffaa6340ec383eca244e40824,yes,yes,docs-general,historical,,
docs/canon/AUTHORITY.md,AUTHORITY.md,docs/canon,.md,430,148,d2174afcf713d90370dddb5c38609070,yes,yes,docs-general,historical,AUTHORITY.md,
docs/canon/README.md,README.md,docs/canon,.md,202,50,a6496a0a8c3e9ae32ead79cd230279cc,yes,yes,docs-general,historical,README.md,
"docs/canon/intake/_md/1. WAVE CONTROL LAYER Priority, Gating, Ordering, Conflict Resolution.md","1. WAVE CONTROL LAYER Priority, Gating, Ordering, Conflict Resolution.md",docs/canon/intake/_md,.md,1889,796,5c3d78fe011ef616ac4252a1b1bcb4cb,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Binary Acceptance Checklist for Evaluations v1.md,Binary Acceptance Checklist for Evaluations v1.md,docs/canon/intake/_md,.md,744,299,a184d41ab77a901b5846114ef2c0b71c,no,yes,canon-intake,draft,,
docs/canon/intake/_md/CANON III Lessons of the RevisionGrade Living System (internal and external authority layers).md,CANON III Lessons of the RevisionGrade Living System (internal and external authority layers).md,docs/canon/intake/_md,.md,545,178,42e0aac3087f6943ae8193f1c9539bb1,no,no,canon-intake,draft,,
docs/canon/intake/_md/CANONICAL-PLACEMENT-DECISION-RECORD-(CPDR)-001-CANON-ENFORCEMENT-PLACEMENT.md,CANONICAL-PLACEMENT-DECISION-RECORD-(CPDR)-001-CANON-ENFORCEMENT-PLACEMENT.md,docs/canon/intake/_md,.md,606,92,3fbe36ede732a8af194cc581c54bd8b8,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/CANONICAL_VOCABULARY.md,CANONICAL_VOCABULARY.md,docs/canon/intake/_md,.md,941,177,2ba13e7fc2ae785517de32924e3a1991,no,no,canon-intake,draft,,
docs/canon/intake/_md/Canon Codex Execution System (Wave 55+REC-1A Ritual Law+Zone Theory Structural Law+Wave 31 Pressure Continuity+Ownership Law).md,Canon Codex Execution System (Wave 55+REC-1A Ritual Law+Zone Theory Structural Law+Wave 31 Pressure Continuity+Ownership Law).md,docs/canon/intake/_md,.md,13433,5253,4b8d97eb5ae56443c2aa11a57f939a3c,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/DOCTRINE-REGISTRY-V2.1.md,DOCTRINE-REGISTRY-V2.1.md,docs/canon/intake/_md,.md,2098,148,6b72002d1a0a014e317eb3d94613d391,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/DRAFT Volume IV Governance - Unified Enforcement Layers Enforcement Model to Ensure Evaluations are Based on Truth.md,DRAFT Volume IV Governance - Unified Enforcement Layers Enforcement Model to Ensure Evaluations are Based on Truth.md,docs/canon/intake/_md,.md,1566,504,0a91eee9d67cc4883b1f1fe979457367,yes,yes,canon-intake,draft,,
"docs/canon/intake/_md/Doctrine Registry Sketch — WAVE 31 LW, WAVE 55 L, RITUAL EDITOR 1 V2.md","Doctrine Registry Sketch — WAVE 31 LW, WAVE 55 L, RITUAL EDITOR 1 V2.md",docs/canon/intake/_md,.md,349,28,60dce67c15b1abe7accb1974f99a4530,no,yes,canon-intake,draft,,
docs/canon/intake/_md/E2E Evaluation Flow Architecture.md,E2E Evaluation Flow Architecture.md,docs/canon/intake/_md,.md,99,43,5597884bac57d866ad1e6f49524beab6,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Evaluator Service Layer (Passes 1 2 3 actual AI prompts wired into API calls.md,Evaluator Service Layer (Passes 1 2 3 actual AI prompts wired into API calls.md,docs/canon/intake/_md,.md,1638,600,ae03fb284d981a530ec7ec02f8b67c83,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Fixture-canon Guardrail to CI - BLAST RADIUS RULE.md,Fixture-canon Guardrail to CI - BLAST RADIUS RULE.md,docs/canon/intake/_md,.md,1221,345,996d59b443c6337b081c33e14817f3b7,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/GATE_15_1_IMPLEMENTATION_PLAN.md.md,GATE_15_1_IMPLEMENTATION_PLAN.md.md,docs/canon/intake/_md,.md,1872,722,c6a129b13fe000e2b61a804276c35956,no,yes,canon-intake,draft,,
docs/canon/intake/_md/GATE_15_1_PR1_CANON_AND_SCHEMA_SPEC.md.md,GATE_15_1_PR1_CANON_AND_SCHEMA_SPEC.md.md,docs/canon/intake/_md,.md,642,336,edb38d43abf9615d3749be312facf96d,no,yes,canon-intake,draft,,
docs/canon/intake/_md/GATE_15_1_PR2_LAYER1_VALIDATOR_SPEC.md.md,GATE_15_1_PR2_LAYER1_VALIDATOR_SPEC.md.md,docs/canon/intake/_md,.md,1429,548,43c08da63263871dd595441291beb1b1,no,yes,canon-intake,draft,,
docs/canon/intake/_md/GATE_15_1_PR3_GOVERNANCE_ENFORCEMENT_SPEC.md.md,GATE_15_1_PR3_GOVERNANCE_ENFORCEMENT_SPEC.md.md,docs/canon/intake/_md,.md,915,356,bd0a733423f9637d921a8ed5b3c64887,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/GATE_15_1_PR4_LAYER2_STRUCTURAL_REVIEW_ENGINE_SPEC.md.md,GATE_15_1_PR4_LAYER2_STRUCTURAL_REVIEW_ENGINE_SPEC.md.md,docs/canon/intake/_md,.md,1563,500,e015c62070bca8df6c5d446a569264e1,no,yes,canon-intake,draft,,
docs/canon/intake/_md/GATE_15_1_PR5_FRONT_END_VISIBILITY_SPEC.md.md,GATE_15_1_PR5_FRONT_END_VISIBILITY_SPEC.md.md,docs/canon/intake/_md,.md,1618,564,f7d7806ad18767f916e2ee46017dc9ad,no,yes,canon-intake,draft,,
docs/canon/intake/_md/GATE_15_1_PR6_EVIDENCE_PACK_AND_AUDIT_VISIBILITY_SPEC.md.md,GATE_15_1_PR6_EVIDENCE_PACK_AND_AUDIT_VISIBILITY_SPEC.md.md,docs/canon/intake/_md,.md,1613,539,d5352a3a798dd1827147078c1adcff97,no,no,canon-intake,draft,,
docs/canon/intake/_md/GATE_15_2_PR1_CANON_AND_SCHEMA_SPEC.md.md,GATE_15_2_PR1_CANON_AND_SCHEMA_SPEC.md.md,docs/canon/intake/_md,.md,928,425,fd91900a01f51fb111c183942045a979,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/GATE_15_2_PR2_LAYER1_CLASSIFIER_SPEC.md.md,GATE_15_2_PR2_LAYER1_CLASSIFIER_SPEC.md.md,docs/canon/intake/_md,.md,812,594,6b392602d41180947721884e28f9e5f4,no,no,canon-intake,draft,,
docs/canon/intake/_md/GATE_15_2_PR3_GOVERNANCE_ENFORCEMENT_SPEC.md.md,GATE_15_2_PR3_GOVERNANCE_ENFORCEMENT_SPEC.md.md,docs/canon/intake/_md,.md,725,632,74911b50cda92e572ee16591b8a29d23,no,no,canon-intake,draft,,
docs/canon/intake/_md/GATE_15_CANON.md.md,GATE_15_CANON.md.md,docs/canon/intake/_md,.md,635,311,289b204345a893808880d61813792a95,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Gate 15 System Architecture.md.md,Gate 15 System Architecture.md.md,docs/canon/intake/_md,.md,1917,705,f0e0ac770584130cdfd3e19ed348da87,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/Gate 15.1 Mechanical Purity & Structure.md,Gate 15.1 Mechanical Purity & Structure.md,docs/canon/intake/_md,.md,2228,327,3413758179234deb3ec1f8cf29b915a9,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Gate 15.1 Overcorrection Firewall (do not break what matters).md,Gate 15.1 Overcorrection Firewall (do not break what matters).md,docs/canon/intake/_md,.md,2678,559,6101a91e4fd74f7fc5175dd6dde12a6f,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Gate 15.2 PR4 Layer 2 Functional Review Specification.md,Gate 15.2 PR4 Layer 2 Functional Review Specification.md,docs/canon/intake/_md,.md,642,551,aab1212c504dd86c194cbaf07b3b98c2,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Gate 15.2 PR5 UI Visibility Specification.md,Gate 15.2 PR5 UI Visibility Specification.md,docs/canon/intake/_md,.md,354,293,f26efe880e3a17127eac3a4e286d6bd5,no,no,canon-intake,draft,,
docs/canon/intake/_md/Gate 15.2 PR6 Evidence and Audit Specification.md,Gate 15.2 PR6 Evidence and Audit Specification.md,docs/canon/intake/_md,.md,309,291,b0d3c62aa12b641c0f4c11435bee9b4e,no,no,canon-intake,draft,,
docs/canon/intake/_md/Gold Standard Chapter 47 LOST WORLD LESSONS — DOCTRINE REGISTRY ADDENDUM RevisionGrade × DOMINATUS Integration.md,Gold Standard Chapter 47 LOST WORLD LESSONS — DOCTRINE REGISTRY ADDENDUM RevisionGrade × DOMINATUS Integration.md,docs/canon/intake/_md,.md,14013,2609,f58cf9538f86cd7359a43192fc4b157a,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/LIVE FIRST IMPLEMENTATION PASS TEST CHAPTERS.md,LIVE FIRST IMPLEMENTATION PASS TEST CHAPTERS.md,docs/canon/intake/_md,.md,855,336,6aaea64b55ccb266e69fa9d80f1ee4fe,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Multi-Gate Pipeline (Integration).md,Multi-Gate Pipeline (Integration).md,docs/canon/intake/_md,.md,1195,526,4a8d5a619212b095bada0ff00954882b,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Normalized Gold Standard CANONICAL ACCEPTANCE COMPARATOR v1.md,Normalized Gold Standard CANONICAL ACCEPTANCE COMPARATOR v1.md,docs/canon/intake/_md,.md,1558,420,8ea4929af7176b713f262396a75d3cd3,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Orchestrator service the final layer that runs pipeline end to end using RPC functions..md,Orchestrator service the final layer that runs pipeline end to end using RPC functions..md,docs/canon/intake/_md,.md,831,332,0dece49e3adb26ddfc6bd10561fe57ae,no,yes,canon-intake,draft,,
docs/canon/intake/_md/PHASE 0.1–0.3 — CANON INTEGRATION & GOVERNANCE ENFORCEMENT SPEC.md,PHASE 0.1–0.3 — CANON INTEGRATION & GOVERNANCE ENFORCEMENT SPEC.md,docs/canon/intake/_md,.md,2575,817,75cf03736618dbf22e68b92f6b50131d,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Patched wave-executor.ts + SQL migration to persist diffs-revised text & orchestrator patch.md,Patched wave-executor.ts + SQL migration to persist diffs-revised text & orchestrator patch.md,docs/canon/intake/_md,.md,1068,471,26e13821a864ebd0a56d54563041ae04,no,yes,canon-intake,draft,,
docs/canon/intake/_md/README Jest enforcement harness starter set.md,README Jest enforcement harness starter set.md,docs/canon/intake/_md,.md,42,10,f47edfcedfc20e4006909caf4979d562,no,yes,canon-intake,draft,,
docs/canon/intake/_md/REVISIONGRADE CANON ADDENDUM Criterion Observability & Signal Sufficiency Model.md,REVISIONGRADE CANON ADDENDUM Criterion Observability & Signal Sufficiency Model.md,docs/canon/intake/_md,.md,56876,14905,f08a6f2faabebd827e8253b3909de17e,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/REVISIONGRADE EVALUATION & RUNTIME GOVERNANCE — v1.0.0 (Carry-Forward Canon).md,REVISIONGRADE EVALUATION & RUNTIME GOVERNANCE — v1.0.0 (Carry-Forward Canon).md,docs/canon/intake/_md,.md,844,371,e9e979da6dc559383c5f30cb84dd5a9d,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/REVISIONGRADE PIPELINE — RPC-FUNCTIONS LAYER Canon-aligned state advancement and guarded EXECUTION SQL.md,REVISIONGRADE PIPELINE — RPC-FUNCTIONS LAYER Canon-aligned state advancement and guarded EXECUTION SQL.md,docs/canon/intake/_md,.md,2783,1433,f12dcc733167dfb823acc07729edc99b,no,yes,canon-intake,draft,,
docs/canon/intake/_md/REVISIONGRADE-CANON-ASSEMBLY-MATRIX-UPDATED.md,REVISIONGRADE-CANON-ASSEMBLY-MATRIX-UPDATED.md,docs/canon/intake/_md,.md,2517,418,43a51256ebe10015f52068f7f9ca0576,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/REVISIONGRADE_REPO_AUTHORITY_RULES.md.md,REVISIONGRADE_REPO_AUTHORITY_RULES.md.md,docs/canon/intake/_md,.md,500,240,0b2ac0c8fcd7fa4f19dae462cd0dd430,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/Repo-ready starter set for Supabase migration file_generated-style Database types_RLS policy set.md,Repo-ready starter set for Supabase migration file_generated-style Database types_RLS policy set.md,docs/canon/intake/_md,.md,5158,1490,c438aa59a99081b562144865e22427f1,no,yes,canon-intake,draft,,
docs/canon/intake/_md/RevisionGrade Evaluation Pipeline - Optimization Roadmap V6.md,RevisionGrade Evaluation Pipeline - Optimization Roadmap V6.md,docs/canon/intake/_md,.md,7787,1148,d2fbfba924182f1f8ad41dfb6a952b58,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/RevisionGrade Runtime Bundle — Full Enforcement Harness.md,RevisionGrade Runtime Bundle — Full Enforcement Harness.md,docs/canon/intake/_md,.md,3042,630,8e7f2b3f9f21dfc5b12a516ea37261e5,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/RevisionGrade Runtime Bundle — Prompt Validator Finalizer Upgrade.md,RevisionGrade Runtime Bundle — Prompt Validator Finalizer Upgrade.md,docs/canon/intake/_md,.md,4135,1518,0c2b215d17ca7c128aff60e9affa6d0c,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/RevisionGrade System Overview  - The Governed Narrative Evaluation and Revision Platform.md,RevisionGrade System Overview  - The Governed Narrative Evaluation and Revision Platform.md,docs/canon/intake/_md,.md,753,449,8960a1412670c451f70188764b1c4e03,no,yes,canon-intake,draft,,
docs/canon/intake/_md/RevisionGrade User Interface (UI) Design & Build.md,RevisionGrade User Interface (UI) Design & Build.md,docs/canon/intake/_md,.md,2560,753,27161d2b185b0a5538bde88c0b8f186a,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/RevisionGrade Volumes I–V Definitions and Content Registry View.md,RevisionGrade Volumes I–V Definitions and Content Registry View.md,docs/canon/intake/_md,.md,805,158,682a26d31dbaa3e7a18109f68836c049,no,yes,canon-intake,draft,,
docs/canon/intake/_md/RevisionGrade — Output Quality Upgrade Spec.md,RevisionGrade — Output Quality Upgrade Spec.md,docs/canon/intake/_md,.md,2859,950,6957a739b6ffec4359269a93f9cda1ae,no,yes,canon-intake,draft,,
docs/canon/intake/_md/RevisionGrade — System Diagram & Investor Overview.md,RevisionGrade — System Diagram & Investor Overview.md,docs/canon/intake/_md,.md,501,343,c9e1aee769c0515f02767818ba6c8f1b,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Ritual-aware editor CANON.md,Ritual-aware editor CANON.md,docs/canon/intake/_md,.md,9540,2396,eedb48c317a0bf0b65957b5b06fc9ae2,no,yes,canon-intake,draft,,
docs/canon/intake/_md/Summary Evaluation Build Passes 1-3 activity (22 Mar 2026).md,Summary Evaluation Build Passes 1-3 activity (22 Mar 2026).md,docs/canon/intake/_md,.md,25633,8874,cf069277fcbe2d00df528d4861595689,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/Supabase table design + TypeScript types for Passes 1-3 (EVALUTIONS).md,Supabase table design + TypeScript types for Passes 1-3 (EVALUTIONS).md,docs/canon/intake/_md,.md,2461,797,767dbd44346807f6506351a12d2b1bd2,no,yes,canon-intake,draft,,
docs/canon/intake/_md/The 3-doctrine structure WAVE-31-LW → pressure WAVE-55-L → compression control RITUAL-EDITOR-1 → arbitration layer .md,The 3-doctrine structure WAVE-31-LW → pressure WAVE-55-L → compression control RITUAL-EDITOR-1 → arbitration layer .md,docs/canon/intake/_md,.md,1081,246,9fe6bbbcea9c62b370c5ca7fee733e65,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME I WAVE REVISION GUIDE CANON V22.md,VOLUME I WAVE REVISION GUIDE CANON V22.md,docs/canon/intake/_md,.md,19595,5959,2d4aac97f80cfc078873991064508d5b,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME I — ADDENDUM II PROSE AUTHORITY CANON.md,VOLUME I — ADDENDUM II PROSE AUTHORITY CANON.md,docs/canon/intake/_md,.md,521,238,e73f2aea5c67d43a4c598e37cc54bf62,no,no,canon-intake,draft,,
docs/canon/intake/_md/VOLUME II A OPERATIONAL SCHEMA.md,VOLUME II A OPERATIONAL SCHEMA.md,docs/canon/intake/_md,.md,2543,905,21ac78b35a9015919f47d7956e15a4b0,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME II — STORY EVALUATION CRITERIA & ANALYTICAL FRAMEWORK (V2.0).md,VOLUME II — STORY EVALUATION CRITERIA & ANALYTICAL FRAMEWORK (V2.0).md,docs/canon/intake/_md,.md,9860,3038,f1f0b1843df14124629008b4c1fbb66f,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME II-A-PR — Prompt Runtime Binding Spec (Engineering Grade).md,VOLUME II-A-PR — Prompt Runtime Binding Spec (Engineering Grade).md,docs/canon/intake/_md,.md,4444,668,fba7b20be0fb358b1ff3b1d57e67ff06,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME III PASS 2 — PROMPT SPECIFICATION (INDEPENDENT EVALUATION ENGINE).md,VOLUME III PASS 2 — PROMPT SPECIFICATION (INDEPENDENT EVALUATION ENGINE).md,docs/canon/intake/_md,.md,699,282,cf7cb391d8f05a9bcb81f22f2db788d2,no,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME III PASS 3 — PROMPT SPECIFICATION (CONVERGENCE ENGINE).md,VOLUME III PASS 3 — PROMPT SPECIFICATION (CONVERGENCE ENGINE).md,docs/canon/intake/_md,.md,599,260,d049682839e176360bec6edb45971f5c,no,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME III — EVALUATION PIPELINE ARCHITECTURE (PASS SYSTEM).md,VOLUME III — EVALUATION PIPELINE ARCHITECTURE (PASS SYSTEM).md,docs/canon/intake/_md,.md,3542,1643,1f6692b88620082fc6515e40de34bb2a,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME III — EVALUATION PIPELINE ARCHITECTURE WAVE EXECUTION SYSTEM.md,VOLUME III — EVALUATION PIPELINE ARCHITECTURE WAVE EXECUTION SYSTEM.md,docs/canon/intake/_md,.md,782,247,b56cda23610358dd05123429ea59892b,no,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME III — FINAL PIPELINE DIAGRAM + STATE MODEL.md,VOLUME III — FINAL PIPELINE DIAGRAM + STATE MODEL.md,docs/canon/intake/_md,.md,1585,780,a88cfde672ad421aae3cb38842c3c440,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME III — PASS 1 EVALUATION PIPELINE ARCHITECTURE (STRUCTURAL EVALUATION).md,VOLUME III — PASS 1 EVALUATION PIPELINE ARCHITECTURE (STRUCTURAL EVALUATION).md,docs/canon/intake/_md,.md,556,205,26fa685e7dba740d24ac4293da90691f,no,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME III — PIPELINE API  JSON SCHEMA FOR EVALUATION PIPELINE.md,VOLUME III — PIPELINE API  JSON SCHEMA FOR EVALUATION PIPELINE.md,docs/canon/intake/_md,.md,2151,1200,9521c31c502795a0d337d39b0d94c106,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME III_PLATFORM_GOVERNANCE_CANON_MASTER.md,VOLUME III_PLATFORM_GOVERNANCE_CANON_MASTER.md,docs/canon/intake/_md,.md,9207,2309,ffcd7280285bd4ad5168455f0d9580db,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME IV-AI-Governance-Canon-UPDATED.md,VOLUME IV-AI-Governance-Canon-UPDATED.md,docs/canon/intake/_md,.md,5008,1057,49b270bb2b4f68b29f987a80ced0f0ab,no,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME V — EXECUTION ARCHITECTURE & INDUSTRY INTERFACE CANON.md,VOLUME V — EXECUTION ARCHITECTURE & INDUSTRY INTERFACE CANON.md,docs/canon/intake/_md,.md,5918,1477,972c229b49aad7a0f6a30c047bbb49ed,no,yes,canon-intake,draft,,
docs/canon/intake/_md/VOLUME_V_CONTROLLED_DIALOGUE_ATTRIBUTION_PURITY_GATE_VOCABULARY_REGISTER.md.md,VOLUME_V_CONTROLLED_DIALOGUE_ATTRIBUTION_PURITY_GATE_VOCABULARY_REGISTER.md.md,docs/canon/intake/_md,.md,526,136,5c5acfd63d8d01a0050a06bf0456ea6b,no,no,canon-intake,draft,,
docs/canon/intake/_md/Volume VI_Governance_Front-End Visibility (UI & Wireframes) Visual Wireframes & PR Mapped v5.md,Volume VI_Governance_Front-End Visibility (UI & Wireframes) Visual Wireframes & PR Mapped v5.md,docs/canon/intake/_md,.md,20044,5632,9d597bc9779f4d6fb0fdfc26fde2764c,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/Volumes I-V Definitions and Content (Registery View).md,Volumes I-V Definitions and Content (Registery View).md,docs/canon/intake/_md,.md,93,45,447ede636edb97bd0253ac080723f0b3,no,yes,canon-intake,draft,,
docs/canon/intake/_md/WAVE 31 Scene-to-Scene Pressure Carry Engine.md,WAVE 31 Scene-to-Scene Pressure Carry Engine.md,docs/canon/intake/_md,.md,557,242,dba19bcd8af02707d43c5f31188569cd,no,yes,canon-intake,draft,,
docs/canon/intake/_md/WAVE 33–40 BLOCK Escalation + Pacing Spine.md,WAVE 33–40 BLOCK Escalation + Pacing Spine.md,docs/canon/intake/_md,.md,1826,662,9523f4e78089802e4488f460e8b02de0,no,yes,canon-intake,draft,,
docs/canon/intake/_md/WAVE 48 — VOICE CONSISTENCY ACROSS CHAPTER Voice Integrity & Drift Control Engine.md,WAVE 48 — VOICE CONSISTENCY ACROSS CHAPTER Voice Integrity & Drift Control Engine.md,docs/canon/intake/_md,.md,1046,410,ba2f5c4ba6aa0b304c6e425e8f1e29d5,no,yes,canon-intake,draft,,
docs/canon/intake/_md/WAVE 55 L — Selective Compression Canon (Lost World Variant).md,WAVE 55 L — Selective Compression Canon (Lost World Variant).md,docs/canon/intake/_md,.md,549,47,cc3b3dfbf9bf2a078a7f23bddbe016a1,no,yes,canon-intake,draft,,
docs/canon/intake/_md/WAVE 55 — AUTHORITY KILL-SWITCH Global Weak Prose Suppression Engine.md,WAVE 55 — AUTHORITY KILL-SWITCH Global Weak Prose Suppression Engine.md,docs/canon/intake/_md,.md,1481,580,525149ddfd7da310f192c265b2e7decb,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/Wave System Execution System (HOW to revise).md,Wave System Execution System (HOW to revise).md,docs/canon/intake/_md,.md,105,32,25994805a81acd08315f238cda91d849,no,yes,canon-intake,draft,,
docs/canon/intake/_md/What the Canon Says About Scoring an Evaluation.md,What the Canon Says About Scoring an Evaluation.md,docs/canon/intake/_md,.md,67267,13235,ade9fac87b2f6b7e95cc081576e5257b,yes,yes,canon-intake,draft,,
docs/canon/intake/_md/Wiring path to turn WAVE modules from notes-only into real revision producers.md,Wiring path to turn WAVE modules from notes-only into real revision producers.md,docs/canon/intake/_md,.md,1056,428,ad013ac5695685d648c0ae248530da40,no,yes,canon-intake,draft,,
